Sindh, Pakistan,2.0
North Carolina, USA,2.0
Pietermaritzburg, South Africa,-1.0
Nairobi kenya,1.0
Namibia,-0.5
North East, England,2.0
Polska,1.0
Candanga - DF,-1.0
Cordoba,-2.0
Rio de Janeiro, Brasil,-1.0
Washington, DC,-1.0
Suplex city,-0.5
Barcelona, España,0.5
Dakar Senegal ,1.0
San Cristobal Tachira,0.5
Ferrol,A Coruña,-1.0
Dream,2.0
BIAFRALAND ,2.0
Córdoba, Argentina,-2.0
JHB,1.0
Indonesia,2.0
M A L A Y S I A,3.0
Bangalore,1.0
Manatí, Puerto Rico,3.0
Malakoff,1.0
Rio Grande do Norte, Brasil,-1.0
SeñoresYoSoyDelGallinero,-2.0
São Luís/MA, Brazil.,-1.0
montourage,-1.0
Johannesburg, South Africa,1.33
castleville,-1.0
Bruxelles, Belgique,-2.0
Manchester, England,-1.0
Singapore ,1.67
cá de casa,-1.0
Sri Lanka,-1.0
lado norte de sampa,-1.0
Toronto, Ontario,1.0
Cape Town, South Africa,-1.0
Cádiz ,-2.0
Bournemouth, England,1.0
Anfield,1.0
Qatar,0.3333333333333333
southampton//bridgnorth,3.0
Bogotá, D.C., Colombia,-2.0
Port Harcourt, Nigeria,-4.0
Virginia, USA,1.5
Región de Murcia,-1.0
Barcelone,2.0
Embakasi,3.0
London,2.0
Lagos, Nigeria,0.3333333333333333
Brussels, Belgium | she/her,3.0
Palmas, Brasil,-1.0
Lisboa, Portugal,1.0
Lyon, France,0.0
South Africa,-2.0
United States,1.5
Euueurururrur,-2.0
Guatemala,-1.0
Athens,Greece,-2.0
The Netherlands,2.0
Kajang, Selangor,3.0
Nantwich  |  Cheshire  |  UK,3.0
Sancerre, France,1.0
India.,3.0
Guayaquil - Ecuador,-2.0
Bretagne 56,-2.0
Warri, Nigeria,-0.5
Karachi,-2.0
Kampala, Uganda,-1.0
Lima, Peru,1.0
Noida,3.0
Motor Redondo, Pedrogão,-1.0
Bombay,-2.0
Udaipur, India,1.0
chennai,india,1.67
Sydney, New South Wales,-1.0
Brighton, England,1.0
isla nublar,3.0
Ushuaia,-1.0
Argentina,-2.0
Forth, Scotland,2.0
Kolkata, India,4.0
Denpasar, Bali,3.0
Restinga Seca, Brasil,-1.0
Ledesma, Jujuy,-1.0
Melbourne, Australia.,4.0
Madrid,-1.0
The City of the Sun, Ca.,3.0
ARG,-2.0
MSA #001,-1.0
Brasília ,-1.0
Tarleton ,1.5
Ireland,-2.0
Ciudad Autónoma de Buenos Aire,-1.5
Antwerp, Belgium,-1.556
Chaves, Portugal,1.0
Romania,1.0
Campos dos Goytacazes,-1.0
CABA,-1.0
Santiago Bernabeu,-4.0
Buenos Aires,-1.0
spain,2.0
Barrio lavalleja , Montevideo.,-1.0
Worldwide,1.0
wichita, ks,-1.0
Goodison Park,-1.0
Abuja, Nigeria,4.0
faridabad/Delhi, India,-1.0
King Williams Town,-4.0
United Kingdom,-3.0
Head: Leeds. Heart: Norwich,2.0
Chicago USA,-2.0
Islamabad, Pakistan,3.0
États-Unis,2.0
Tucumán, Argentina,-2.0
Guinée-conakry,1.0
Loures, Portugal,-1.0
Etihad ,+254,1.0
Bangladesh,1.0
Philippines,2.0
Dijon, France,2.0
Burzaco Argentina,-1.0
Dhaka University,2.0
Banda Aceh,3.0
Republic of Mauritius,-0.5
Portugal,-1.0
Pune, India,2.0
Guernsey,-1.0
